host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
AU_Mic,1.0,17687.0,8.463886641891149,4.347488432397031,0.00080032,4.6636828477202625,0.0472191818849538,1330.358690863894,0.1017751912247521,0.9966632516323052,0.9965806726119848,0.0003102033084335,0.99472449864467,0.9985414197605568,5.707483973558894,0.0523431277239842,27.57057145381758,5.0,5.0,0.0,AU Mic b; AU Mic c; AU Mic d; AU Mic e,4.0,311.2911369,-31.34245,0.862,3540.0,0.635,17802.0,17687.0,17687.0,17687.0,0.6459948320413411,285650.84,pdcsap_flux,2.149535795300563e-06,0.0027872958567597,-1.5652540241273272e-05,-0.3255046184030786,9.792791736753946,0.862,0.635
BD+03_2562,1.0,98710.0,6.625696891088671,4.802429567825419,0.050020008,2.9447396042744978,0.004117672188608,2554.9945458913594,0.0107418894098343,0.99985443177098,0.9997579048368408,4.422694859916472e-05,0.9997257357232802,0.9997983408734392,0.5827400043874477,0.0112527328039542,5.324312453496231,9.0,9.0,0.0,BD+03 2562 b,1.0,177.5647268,2.7601075,32.35,4095.0,1.14,104961.0,98710.0,98710.0,98710.0,5.955545393050754,84021.5,pdcsap_flux,1.1624947973612341e-07,0.0002095774440084,6.322378394152395e-07,1.2000757952096317,93.07994093251452,32.35,1.14
BD+05_4868_A,1.0,2405.0,15.359045824910163,13.383473829382933,8.0032e-05,1.2700034740691346,0.0095893861874276,2798.3512837083326,0.0953974732145018,0.9958753500032644,0.9962449165018148,9.118621299398964e-05,0.996222012722019,0.9962757868137134,0.2125738561351885,0.0579508937776689,42.77888441951529,21.0,14.0,7.0,BD+05 4868 A b,1.0,326.8614036,6.6053185,0.69,4596.0,0.7,3770.0,2617.0,2405.0,2405.0,36.206896551724135,36874.625,pdcsap_flux,1.1174130208742198e-06,0.0006184453805424,0.0035762260528499,,10.439221464116065,0.69,0.7
BD+14_4559,1.0,17204.0,4.102088765471364,5.5606452605300785,,2.2968260309561974,0.0204903667644957,3533.496079404893,0.0288327513594465,0.9998239274046472,0.9997095606596146,5.6988089798103e-05,0.9997306616861862,0.9996659033632592,0.3850760975910504,0.016792865550716,5.352271534673436,3.0,3.0,0.0,BD+14 4559 b,1.0,318.4010002,14.6893834,0.86,4864.0,0.49,17960.0,17205.0,17204.0,17204.0,4.209354120267261,50743.824,pdcsap_flux,2.618757049556729e-07,0.0001809089778404,1.8658413454275543e-05,-0.2266153123770627,34.67667427711764,0.86,0.49
BD+15_2375,1.0,16148.0,5.886186150449145,4.386476879459234,0.061144458,0.9973030658188734,0.0042469274719226,1900.850253988002,0.0996742340340208,0.9997347576798484,0.9997670478858232,2.0163738718005383e-05,0.9997600007419344,0.9997741036659178,0.2474295073353959,0.0141504505911729,11.3760324692123,26.0,22.0,4.0,BD+15 2375 b,1.0,176.4820239,14.6163182,8.95,4649.0,1.08,17774.0,16148.0,16148.0,16148.0,9.148193991223131,29052.052,pdcsap_flux,6.851827880105556e-07,0.0002190502388287,0.0002327604834384,,10.030021974772527,8.95,1.08
BD+15_2940,1.0,7803.0,5.592859566546901,3.7203417411000017,,3.0940120670005955,0.0148656476790987,2700.265047102589,0.0390636803097938,0.999374271358654,0.9993603593724956,5.486778855794789e-05,0.9990585895962784,0.999516633006608,3.0897046036739257,0.022495733788621,11.659214583711105,6.0,3.0,3.0,BD+15 2940 b,1.0,240.09564,15.5467507,14.7,4796.0,1.1,11167.0,7803.0,7803.0,7803.0,30.124473896301605,90086.98,pdcsap_flux,2.528637749525809e-07,0.0002278986384411,9.62354714917346e-06,,25.583208326331125,14.7,1.1
BD+20_2457,1.0,16506.0,5.039893469691735,3.955585085933726,0.001360544,5.095637019290196,inf,2537.926265429822,0.0476059786225831,0.9993508523489724,0.9988674887555936,9.310349467754968e-05,0.9977774633255104,0.9999062188713208,17.966537941348545,0.0324089660276073,26.297356053438207,2.0,2.0,0.0,BD+20 2457 b; BD+20 2457 c,2.0,154.186782,19.8912626,49.0,4137.0,2.8,16853.0,16506.0,16506.0,16506.0,2.058980596926363,65944.91,pdcsap_flux,2.979343360387679e-07,0.0010429060399093,1.8805577892577752e-05,,20.992129166627507,49.0,2.8
BD+20_274,1.0,12712.0,4.811385329287439,5.121787116944426,,9.824215466208829,0.0211865410370295,1768.5709299815687,0.0649448724281964,0.9995750418244076,0.9997313787632968,5.404873610107016e-05,0.9997913069587306,0.9996730276256378,0.7797516512797628,0.0148009871749728,5.086431318260926,5.0,4.0,1.0,BD+20 274 b,1.0,25.9203179,21.0052692,17.3,4296.0,0.8,15110.0,12712.0,12712.0,12712.0,15.870284579748509,85768.695,pdcsap_flux,2.085374579901184e-07,0.0001133742941882,3.578037420837177e-05,-2.1663283204121413,15.391131038551908,17.3,0.8
BD+20_594,1.0,12201.0,4.70045980550873,4.67907964374192,,0.9013418677590188,0.00169011795318,2448.06528814908,0.0046327763251604,0.9996553680770468,0.9992963403953692,0.0001729724924951,0.9990920897143608,0.9995577812670604,0.9551629256715126,0.0201786586507519,4.0776391935564895,17.0,13.0,4.0,BD+20 594 b,1.0,53.6511231,20.5990205,1.08,5766.0,1.67,17026.0,12201.0,12201.0,12201.0,28.339010924468457,11429.825,pdcsap_flux,1.696476666191128e-06,0.000574853966372,0.0001034077747633,-0.9141844992085728,215.77889755824455,1.08,1.67
BD+37_3172,1.0,113600.0,6.398711739928389,5.29447786072601,0.071628651,1.0981263709278692,0.0010814014669,2390.7125289585465,0.0204034254917075,0.9999371845245904,0.9999495479796467,1.5084639039993736e-05,0.9999404531233008,0.99995926219897,0.4410791826469147,0.0065730428637913,3.3250045822130234,34.0,33.0,1.0,BD+37 3172 b,1.0,278.8155071,38.1153886,50.24,4500.0,3.75,117555.0,113601.0,113600.0,113600.0,3.364382629407514,83413.74,pdcsap_flux,9.545844934529976e-08,7.110221640107327e-05,-2.9016899949496633e-07,,49.00829936281982,50.24,3.75
BD+42_2315,1.0,6999.0,5.455717742094526,4.418021101218305,,4.893836551573664,0.0232037740910748,3370.081644615434,0.0744900286808703,0.999111505503173,0.9990662908459136,5.0616137611181915e-05,0.9989378625294314,0.9991305050041543,1.2855513714178246,0.0268061545975708,15.530158951939743,6.0,3.0,3.0,BD+42 2315 b,1.0,187.5887597,41.2695674,17.85,4500.0,1.38,9144.0,6999.0,6999.0,6999.0,23.458005249343827,49152.48,pdcsap_flux,3.394943055323621e-07,0.0001478221495799,-0.0001021862981147,,13.41268788851673,17.85,1.38
BD+45_564,1.0,15155.0,4.650541238572638,5.254155011071312,,9.051420982397287,0.0201121296429453,1791.4538167769244,0.0314885301541619,0.999678916850488,0.9997483259684996,6.642528128414761e-05,0.9997178373975274,0.9998093031104444,0.5190701878607994,0.0163832383685492,3.8935648890273953,3.0,3.0,0.0,BD+45 564 b,1.0,32.9470485,45.9242187,0.813064,5004.0,0.81,16432.0,15155.0,15155.0,15155.0,7.771421616358321,45360.453,pdcsap_flux,3.132860961546922e-07,7.643002251819728e-05,-1.909412898903895e-07,0.4889722267766093,31.747398559292822,0.813064,0.81
BD+48_738,1.0,11672.0,5.047494461046938,4.450820333835915,0.094117647,2.9682326244254837,0.0213185754788913,2882.663223524802,0.1903529885835768,0.9997920492578496,0.9998172643640212,1.2260836806913748e-05,0.9997820590070194,0.9998588614717177,2.2580265456810897,0.0129684294621296,15.6693118247369,10.0,10.0,0.0,BD+48 738 b,1.0,40.7102869,49.5869395,11.0,4414.0,0.74,11672.0,11672.0,11672.0,11672.0,0.0,107499.655,pdcsap_flux,1.0327350581900966e-07,0.0001371936429516,0.0001199188203593,0.5975452523609387,5.25230550199047,11.0,0.74
BD+49_828,1.0,11591.0,6.5113010844841375,5.118356715756739,0.056502601,1.2523906538002072,0.0049043410059596,2883.1063293557313,0.1383810497429095,0.9998271999806628,0.9998550884411176,1.0695018472929365e-05,0.9998372205197058,0.9998732872499628,1.1935193504745878,0.0116981288866061,12.428536056008287,22.0,22.0,0.0,BD+49 828 b,1.0,45.6406187,49.7299481,7.6,4943.0,1.52,11673.0,11591.0,11591.0,11591.0,0.7024757988520536,75308.57,pdcsap_flux,1.7438394980597489e-07,0.0001230698013597,0.0001632299840154,-0.7840340948219899,7.225174269440697,7.6,1.52
BD+55_362,1.0,1000.0,4.596635287563881,3.934839822308948,,3.4702296077554875,0.0112133618049345,1791.00601652493,0.2821194093080317,0.9996520867528622,0.9999046293908322,3.047773853046709e-05,0.9998204381501128,1.00006699821222,3.203477644566898,0.0167199594403466,3.544470706813472,7.0,7.0,0.0,BD+55 362 b,1.0,23.9636676,56.6982282,0.896193,5012.0,0.909,1083.0,1000.0,1000.0,1000.0,7.663896583564178,57618.791,pdcsap_flux,5.9355511868992335e-08,0.0001974278101063,0.0001004031810729,2.940817369190018,3.543365163016464,0.896193,0.909
BD+60_1417,1.0,17746.0,8.343741528810176,6.3754338110854,0.004481793,12.74275761688249,0.0575334788629255,1723.8222517758152,0.0835284080396734,0.9995131659683372,0.9995457389585312,6.490908074508194e-05,0.9993663714420288,0.9997088003371696,1.927151918756849,0.0203109491838259,7.328657548331184,2.0,2.0,0.0,BD+60 1417 b,1.0,190.8875453,60.0143636,0.797,4993.0,1.0,17746.0,17746.0,17746.0,17746.0,0.0,57255.6565,pdcsap_flux,4.03417046287893e-07,0.0001896660844902,9.981550424420504e-06,-0.6124897861171319,11.96614648148926,0.797,1.0
BD+63_1405,1.0,18416.0,5.115952697501269,5.44595259106784,0.016406563,0.6604040963546238,0.001443910111976,1684.1161556486018,0.0046716726353832,0.999931112795448,0.9999215274705864,1.859337097919696e-05,0.9999211513419296,0.9999219809341068,0.0157332235133622,0.0088240342879784,4.123964111262271,19.0,18.0,1.0,BD+63 1405 b,1.0,271.3979337,63.6700064,0.804724,5000.0,0.816,18419.0,18419.0,18416.0,18416.0,0.0162875291818243,90388.875,pdcsap_flux,1.70971262206757e-07,0.0002782746487804,1.5907277387205987e-05,,214.0413489639621,0.804724,0.816
BD-06_1339,1.0,14674.0,4.700732162483412,5.108640502726742,,0.509374004324834,0.0118669193841758,1472.4215990639036,0.0037062195432393,0.999918078305018,0.9998337069558134,3.242311369935507e-05,0.9998584605532268,0.9998089533583996,0.5440186132096464,0.012399037957365,4.77650244483273,4.0,4.0,0.0,BD-06 1339 b; BD-06 1339 c,2.0,88.2511811,-5.9963378,0.686355,4324.0,0.7,14678.0,14678.0,14674.0,14674.0,0.0272516691647406,78958.51000000001,pdcsap_flux,1.7929702978852882e-07,0.0002664290601769,8.686765506804583e-06,,269.7946159528025,0.686355,0.7
BD-08_2823,1.0,13055.0,5.563824570804172,4.624657708791211,0.079311725,1.8596639736707032,0.0035707759163784,1518.4223443771618,0.0109244808640813,0.9997618396352832,0.9997073845326868,7.916156009021327e-05,0.9997501080970896,0.9996628808197672,0.3905655431019149,0.0140069899062428,3.627393503200644,13.0,10.0,3.0,BD-08 2823 b; BD-08 2823 c,2.0,150.1971964,-9.5165689,0.71,4816.0,0.5,13361.0,13055.0,13055.0,13055.0,2.290247735947903,46414.473,pdcsap_flux,3.187200478160573e-07,0.0002660737146419,1.943842241547422e-05,0.4117624793453477,91.51572986158172,0.71,0.5
BD-10_3166,1.0,15774.0,5.957410332810848,4.900538723933487,,0.6248823089058338,0.000555089988417,1544.6185118846638,0.0304587991155828,0.9998385310021904,0.9996737670767084,7.756313483960777e-05,0.9997080744165896,0.9996401070451266,0.310067404591953,0.013195611766102,3.930181454970296,39.0,36.0,3.0,BD-10 3166 b,1.0,164.6191243,-10.7704227,0.91,5393.0,1.47,16896.0,15777.0,15774.0,15774.0,6.640625,30304.984,pdcsap_flux,7.249075184947023e-07,0.0001720543748757,3.541930656036918e-05,0.1140521853867991,32.82593404973312,0.91,1.47
BD-11_4672,1.0,12935.0,6.015445317886838,5.221923669558687,0.056582633,7.324130480681659,0.0225580755763004,3485.3945306829883,0.0401748109433865,0.9995092614461726,0.9995112712325036,9.780479002788126e-05,0.9995112712325036,,,0.0195023291727997,5.439004008017392,4.0,2.0,2.0,BD-11 4672 b; BD-11 4672 c,2.0,278.3688659,-11.6370481,0.639,4550.0,0.651,17221.0,12936.0,12935.0,12935.0,24.888217873526507,50933.145,pdcsap_flux,3.464916513384125e-07,0.0002067321936959,1.979756245640285e-05,,24.879003484413655,0.639,0.651
BD-13_2130,1.0,16341.0,11.3778108775072,9.688332984251009,8.0032e-05,0.9899701258805856,0.0025406432146945,1492.0900507574795,0.0392466292275931,0.9995806263027142,0.9996314378118918,3.0076075247178115e-05,0.9995532361210762,0.9997091781358002,1.8424249916489743,0.0184165272969668,12.305686286373769,25.0,24.0,1.0,BD-13 2130 b,1.0,114.2884692,-13.9066703,19.17,4545.0,2.12,16341.0,16341.0,16341.0,16341.0,0.0,37900.703,pdcsap_flux,6.055467215698817e-07,0.0002114026533421,0.0001194646999649,0.7744218669232422,25.46920961048904,19.17,2.12
BD-14_3065_A,1.0,15832.0,9.962306439042834,17.33637402509374,8.0032e-05,4.27984978011974,0.0143778946141024,2991.146438880026,0.0813693746919716,0.9968639551722638,0.9967441838659412,7.005436947061959e-05,0.996764991689939,0.9967240104268212,0.2069048942252285,0.054292374119789,42.234164811611066,6.0,6.0,0.0,BD-14 3065 b,1.0,153.6696689,-15.6428372,2.35,6935.0,1.41,18025.0,15859.0,15832.0,15832.0,12.166435506241337,9853.096,pdcsap_flux,1.8813427931254856e-06,0.0003717002148552,-0.0004509395584986,,12.251095193319957,2.35,1.41
BD-210397,1.0,13023.0,6.947746599081605,4.1341076047880945,,5.794591886321281,0.0580364358479048,1388.7526567464818,0.1033641657448817,0.9996407745571234,0.9996796936688706,3.4791489620605825e-05,0.9999033650608208,0.999450476705219,5.061406356467939,0.0173372810379955,10.7033041449886,4.0,4.0,0.0,BD-210397 b; BD-210397 c,2.0,33.3024198,-21.1962147,0.747,4051.0,0.69,13541.0,13023.0,13023.0,13023.0,3.8254190975555713,65519.65,pdcsap_flux,2.1817080331188026e-07,0.0002134134067464,2.8544712411537887e-06,,9.671057347131182,0.747,0.69
BEBOP-3,1.0,16379.0,12.25010947844605,10.563559394929962,8.0032e-05,6.614846228099679,0.0749915298987575,1817.3237023303025,0.0850281497917207,0.9991098875599224,0.9991202770138196,7.11573751750318e-05,0.999148583895568,0.9989893576857344,0.4118776593244566,0.0272014721416893,17.618692013218702,4.0,4.0,0.0,BEBOP-3 b,1.0,110.902655,79.1323952,1.414,6033.0,1.083,17055.0,16728.0,16379.0,16379.0,3.963647024333039,53381.87,pdcsap_flux,3.3042244576432033e-07,0.000124575983332,-3.149366362542594e-05,-1.314830728222799,11.750342563107342,1.414,1.083
BEBOP-4_A,1.0,12942.0,3.425007419514173,4.561085690979,,12.33033016798776,0.0505712642087461,1932.0955757382465,0.0574291913900412,0.9993481487407287,0.9995938365589436,7.994622798631755e-05,0.9994128233053028,0.9999993062470988,2.4541288933410423,0.0170835854850022,5.579327855226438,3.0,3.0,0.0,BEBOP-4 AB b,1.0,192.5772651,26.1595358,2.75645,5701.43,1.507,15753.0,12955.0,12942.0,12942.0,17.844220148543133,40172.863,pdcsap_flux,4.276442211048584e-07,0.0003183386012247,1.7115742279583124e-05,,17.401396825413528,2.75645,1.507
Barnard's_star,1.0,91147.0,7.1945883630963525,6.486748650319535,0.0222489,0.164360262291777,0.0029208189748214,3480.190023229617,0.0071566639204031,0.999958760188006,0.9999541244924526,1.268252802122448e-05,0.9999530693535112,0.9999552762752366,0.0615431848109088,0.006292866416927,3.5549681872090386,26.0,21.0,5.0,Barnard b; Barnard c; Barnard d; Barnard e,4.0,269.4486144,4.7379808,0.185,3195.0,0.162,100580.0,91176.0,91147.0,91147.0,9.378604096241794,245092.2,pdcsap_flux,3.939739430576469e-08,8.473427620857243e-05,7.290663086911842e-06,0.3235382421553969,139.72414679655424,0.185,0.162
CD-35_2722,1.0,14633.0,6.040740177666664,3.866904296990747,,10.574570271867351,0.0804408616377747,1476.9408240231671,0.0939121597189558,0.9931447460691432,0.9934579334750616,0.0005453641005197,0.9883936290438444,0.9992725052294228,22.978618669418545,0.0766591923603315,41.90213859344704,2.0,2.0,0.0,CD-35 2722 b,1.0,92.3300147,-35.8255375,0.558549,3689.0,0.4,14676.0,14633.0,14633.0,14633.0,0.2929953665849027,31000.996,pdcsap_flux,2.5441929663322332e-06,0.0052563703149861,2.711355096773893e-06,-0.8440001081387409,10.575251906049829,0.558549,0.4
CD_Cet,1.0,14782.0,7.294541915856652,6.4292461581701135,0.022889156,0.3722842008475832,0.0429055194865819,1413.851764166179,0.0020708854642532,0.9995370445416676,0.9990190305294014,0.0001756444473525,0.9994388889878716,0.9985991720709312,1.754402972011652,0.0305545615272318,5.398739265937724,4.0,4.0,0.0,CD Cet b,1.0,48.3530155,4.7751881,0.175,3130.0,0.161,15640.0,14784.0,14782.0,14782.0,5.485933503836316,7857.22135,pdcsap_flux,2.6432854184713315e-06,0.0014724110005047,7.781979966381414e-05,-2.6594594399902496,482.6616738565594,0.175,0.161
CI_Tau,1.0,15129.0,4.628281940494537,5.249500205210415,,4.167475238300419,0.0547051459260314,3212.731114627959,0.0365864848989158,0.9816130208652524,0.975195823731737,0.0005644998905079,0.975195823731737,,,0.142850431397264,25.513022955785875,3.0,2.0,1.0,CI Tau c,1.0,68.4667685,22.8416192,1.880857,3807.0,0.9,17342.0,15140.0,15129.0,15129.0,12.760927228693342,5349.7275,pdcsap_flux,0.0001083101534513,0.0148240474888738,-0.0012070179810532,0.0108983635593653,26.82993525006119,1.880857,0.9
COCONUTS-2_A,1.0,12578.0,7.061215723621959,3.0176911721877393,,4.561017558091514,0.0136775432189443,1386.7049055678042,0.0450814132321275,0.9987336975820744,0.9989607227536336,0.00010184686915,0.999116638469302,0.9987684267043088,1.2056873559469996,0.0264599804534574,7.368941215683091,11.0,9.0,2.0,COCONUTS-2 b,1.0,117.300914,-76.702696,0.366,3552.0,0.4,13519.0,12601.0,12578.0,12578.0,6.96057400695318,37904.3875,pdcsap_flux,2.628423173303186e-06,0.0009808976043978,0.0002904694334482,-0.4115241641390034,22.15400152696016,0.366,0.4
CT_Cha,1.0,11273.0,4.016305771170237,3.9107521314076896,,2.686747635359031,0.0210048690097521,3041.42163048217,0.0874638857971661,0.996503078640292,0.9965000145794976,0.0001533518117245,0.9972993861396156,0.9957048724985336,3.9006704014204168,0.0535343775666416,14.69160336939614,10.0,10.0,0.0,CT Cha b,1.0,166.0375038,-76.4553693,1.679694,4403.0,,11273.0,11273.0,11273.0,11273.0,0.0,5884.186,pdcsap_flux,2.0877480420948547e-05,0.001755704090834,0.0018044374074347,1.9105875882657704,11.393309016149148,1.679694,1.0
CoRoT-1,1.0,14628.0,14.3144341756736,13.922213354847656,8.0032e-05,1.5075918753403474,0.009009574319869,1469.0551138026926,0.0820235694422329,0.987121831110914,0.9886674356321824,0.0003101062850189,0.9892109503211152,0.9882057119886714,1.141331250652425,0.1007474105163226,40.01413917899967,14.0,13.0,1.0,CoRoT-1 b,1.0,102.0798591,-3.1021394,1.11,5950.0,0.95,14687.0,14629.0,14628.0,14628.0,0.4017158030911738,1077.17655,pdcsap_flux,6.198042959448669e-05,0.0012137277302565,0.0051655957866537,-3.967297702861814,12.034611975843342,1.11,0.95
CoRoT-10,1.0,9366.0,5.678945976701565,3.674768887398354,,0.8858427674482867,0.0019243313039413,2770.446909664119,0.0100978377334211,0.9932160646411636,0.9942840339220436,0.0018160264745892,0.9939146209383128,0.9947062201891652,0.1531899080539739,0.0627923758116598,3.1416178825036343,35.0,17.0,18.0,CoRoT-10 b,1.0,291.0636813,0.7460143,0.79,5075.0,0.89,13447.0,9366.0,9366.0,9366.0,30.348776678813117,471.13873,pdcsap_flux,0.0002979568711083,0.005082894735779,0.0002854603974107,,98.35928154736418,0.79,0.89
CoRoT-11,1.0,11952.0,13.99009356541785,8.537902170550076,8.0032e-05,2.9897279205246177,0.0184861243931708,3481.424827040156,0.042717904660612,0.9904075006920028,0.9907782719273782,0.0005773798588058,0.9893466282325089,0.9917241793686316,1.4412234808262765,0.0803438232028747,16.79544247108219,9.0,5.0,4.0,CoRoT-11 b,1.0,280.6872998,5.9376586,1.37,6440.0,1.27,16050.0,11952.0,11952.0,11952.0,25.532710280373827,1492.43445,pdcsap_flux,5.5826752292238247e-05,0.0012046195222947,-0.0006418029288368,0.1965881843553489,23.184833351744594,1.37,1.27
CoRoT-12,1.0,14652.0,11.195161040414469,10.7293177058398,8.0032e-05,2.8298621168810696,0.013896627532657,1471.0195307252525,0.0927522019516262,0.980101783283828,0.9830334445608376,0.0020528018644048,0.9819220613729828,0.9845190120380708,0.4436467317387656,0.1268686792083606,8.44745709310598,7.0,7.0,0.0,CoRoT-12 b,1.0,100.7656871,-1.2964437,1.116,5675.0,1.078,14684.0,14653.0,14652.0,14652.0,0.217924271315717,129.072115,pdcsap_flux,0.0018765689662365,0.0033942310343021,-0.0006311496088304,-0.6170293743716951,10.566884264321708,1.116,1.078
CoRoT-13,1.0,14638.0,8.100590070129144,7.015951200278137,0.004321729,4.051024592065771,0.0335477508964547,1470.822194923154,0.04546926703956,0.987717583623817,0.9925444098273138,0.0012508044221419,0.9920236692341968,0.993335935528852,0.3690576288999158,0.0822789911976492,5.937900557383792,5.0,5.0,0.0,CoRoT-13 b,1.0,102.7211432,-5.0864557,1.01,5945.0,1.09,14686.0,14639.0,14638.0,14638.0,0.3268418902355963,277.51935000000003,pdcsap_flux,0.0005960460769951,0.0030643431122986,0.0007057939811143,-0.3710077859146405,21.722751386435696,1.01,1.09
CoRoT-14,1.0,14619.0,5.878914949317931,4.2813587403479465,,1.5074353560672982,0.0059904411336777,1469.3167844601464,0.0382410843295008,0.9859805570707504,0.9898744732848368,0.0021857071502942,0.9879642533940204,0.991710907857982,0.6067760489752849,0.0942798432145635,4.745312973027347,14.0,14.0,0.0,CoRoT-14 b,1.0,103.4242023,-5.5360385,1.21,6035.0,1.13,14685.0,14619.0,14619.0,14619.0,0.4494382022471876,130.76538,pdcsap_flux,0.0020836121233376,0.0064208646180278,0.0014381860903243,3.824554565966811,25.78327927563819,1.21,1.13
CoRoT-16,1.0,12217.0,3.932118545796053,5.417072487603476,,1.0725098170560514,0.0080225765905037,3480.6223824742747,0.0107365746122103,0.9924868371155076,0.9838844941099968,0.0040771159185164,0.981225812968702,0.9905311969632342,0.8096720937049063,0.1159429901527827,3.8663594845632785,12.0,7.0,5.0,CoRoT-16 b,1.0,278.5246658,-6.0026026,1.19,5650.0,1.098,17222.0,12217.0,12217.0,12217.0,29.06166531181047,163.2799,pdcsap_flux,0.0015751090568499,0.0142584641196569,0.0027969580047637,7.132876233095083,92.43980254063432,1.19,1.098
CoRoT-17,1.0,12320.0,3.9731881372286706,4.155483033222596,,2.0924422501103432,0.0015106272724175,3479.952628500386,0.0054829107585342,0.9803047530642356,0.9735980036243048,0.0079928847409906,0.9747361624831272,0.9722464399794536,0.1143778972504575,0.0884646188698925,3.0935761429527697,43.0,29.0,14.0,CoRoT-17 b,1.0,278.699236,-6.612288,1.59,5740.0,1.04,17222.0,12320.0,12320.0,12320.0,28.463593078620363,146.321325,pdcsap_flux,0.0025359972961885,0.0370440614177277,-0.0018692437730858,-0.3071297003784717,178.79276104182114,1.59,1.04
CoRoT-18,1.0,14620.0,11.331626832328052,13.336520526021804,8.0032e-05,1.903792693935878,0.0122716245395744,1468.2917810698827,0.0862283390080639,0.9851266679178196,0.9834983224428996,0.0009577881520637,0.9847794563189632,0.98203183302732,1.013285074708671,0.1223021117981476,18.611509537670095,12.0,11.0,1.0,CoRoT-18 b,1.0,98.1724172,-0.0316045,1.0,5440.0,0.95,14687.0,14620.0,14620.0,14620.0,0.4561857424933646,286.65186,pdcsap_flux,0.00040037931621,0.0032031404878414,0.0030414373153193,0.5810575189037805,11.42462767171814,1.0,0.95
